EX_but(e)	0
EX_octa(e)	0
EX_dca(e)	0
EX_ddca(e)	0.007525972129820008
EX_ttdca(e)	0.007477030123634893
EX_hdca(e)	0.438500157194476
EX_ocdca(e)	0.13405331723752806
EX_hdcea(e)	0.02131015630210383
EX_ocdcea(e)	0.8612438151395577
EX_CE2510(e)	0.002907853984373839
EX_doco13ac(e)	0
EX_lnlc(e)	1.3867143815701184
EX_strdnc(e)	0
EX_arachd(e)	0
EX_tmndnc[e]	0
EX_clpnd(e)	0
EX_crvnc(e)	0
EX_chsterol(e)	0.017586805757609854
EX_ca2(e)	0.5314636458905134
EX_fe2(e)	0.011093204405049694
EX_fe3(e)	0.011093204405049694
EX_mg2(e)	0.37440855790989513
EX_pi(e)	0.36257818092026095
EX_k(e)	6.721519861477353
EX_na1(e)	13.801791402753908
EX_zn2(e)	0.005078005506271031
EX_cu2(e)	0.001523305951594121
EX_mn2(e)	0.003600419345100467
EX_h2o(e)	4573.117931000795
EX_etoh(e)	0
EX_trp_L(e)	0.08715868560784859
EX_thr_L(e)	0.42730307120934324
EX_ile_L(e)	0.5001032987758904
EX_leu_L(e)	0.6823055676896677
EX_lys_L(e)	0.47827549075888875
EX_met_L(e)	0.13202753410767148
EX_phe_L(e)	0.36806302595025947
EX_tyr_L(e)	0.16336577652555212
EX_val_L(e)	0.5881534457340949
EX_arg_L(e)	0.3704149732119772
EX_his_L(e)	0.16241864566052183
EX_ala_D[e]	0.3288690943865525
EX_ala_L(e)	0.3288690943865525
EX_asp_D[e]	0.5091044530931218
EX_asp_L(e)	0.5091044530931218
EX_glu_L(e)	1.0895057736278009
EX_gly(e)	0.6727359438152255
EX_pro_D[e]	0.22061921037431437
EX_pro_L(e)	0.22061921037431437
EX_ser_L(e)	0.47481934979246876
EX_ascb_L(e)	0.12054852720650633
EX_thm(e)	0.00016656956389676303
EX_ribflv(e)	0.0001368356529412093
EX_nac(e)	0.0012387235210050654
EX_ncam(e)	0.0012384892151130894
EX_pnto_R(e)	0.00038812795850192696
EX_pydam(e)	0.0003022046757012863
EX_pydx(e)	0.000305890892268179
EX_pydxn(e)	0.0003022461181865076
EX_5mthf(e)	0.000004417077709375481
EX_fol(e)	0.000004598202273214961
EX_thf(e)	0.000004566845423896847
EX_chol[e]	0.007007721933593674
EX_adpcbl(e)	0
EX_retinol(e)	0.00001012387432990425
EX_caro(e)	0.000036880257997893705
EX_avite1(e)	0.0006361646607744817
EX_phyQ(e)	0.00002964306071702036
